record_id,true_phase,experimental_image,assumed_phase,simulated_image,indexing_status,is_fallback_orientation,ncc,valid_pixels,denom,is_valid,reason,rank
r001,fe_bcc,experimental_patterns/fe_bcc_Ori_1.bmp,fe_bcc,simulated_patterns/assume_fe_bcc/fe_bcc_Ori_1.bmp,ok,False,0.4004881766081649,41140,1216.4922724613389,True,ok,1
r001,fe_bcc,experimental_patterns/fe_bcc_Ori_1.bmp,fe3o4_magnetite,simulated_patterns/assume_fe3o4_magnetite/fe_bcc_Ori_1.bmp,ok,False,0.1442260191072751,41140,1142.5923255242808,True,ok,2
r001,fe_bcc,experimental_patterns/fe_bcc_Ori_1.bmp,feo_wustite,simulated_patterns/assume_feo_wustite/fe_bcc_Ori_1.bmp,ok,False,0.11104217899481411,41140,1107.370596830326,True,ok,3
r002,fe3o4_magnetite,experimental_patterns/fe3o4_magnetite_Ori_1.bmp,fe_bcc,simulated_patterns/assume_fe_bcc/fe3o4_magnetite_Ori_1.bmp,failed,True,0.25679072003864073,41140,1097.7371632464033,True,ok,1
r002,fe3o4_magnetite,experimental_patterns/fe3o4_magnetite_Ori_1.bmp,feo_wustite,simulated_patterns/assume_feo_wustite/fe3o4_magnetite_Ori_1.bmp,ok,False,0.21807733923971773,41140,1131.4500195841351,True,ok,2
r002,fe3o4_magnetite,experimental_patterns/fe3o4_magnetite_Ori_1.bmp,fe3o4_magnetite,simulated_patterns/assume_fe3o4_magnetite/fe3o4_magnetite_Ori_1.bmp,ok,False,0.21210051616399306,41140,1072.839321929544,True,ok,3
r003,feo_wustite,experimental_patterns/feo_wustite_Ori_1.bmp,fe_bcc,simulated_patterns/assume_fe_bcc/feo_wustite_Ori_1.bmp,failed,True,0.49813763349074525,41140,1139.3524615762142,True,ok,1
r003,feo_wustite,experimental_patterns/feo_wustite_Ori_1.bmp,fe3o4_magnetite,simulated_patterns/assume_fe3o4_magnetite/feo_wustite_Ori_1.bmp,ok,False,0.19340128324116493,41140,1127.7807396019527,True,ok,2
r003,feo_wustite,experimental_patterns/feo_wustite_Ori_1.bmp,feo_wustite,simulated_patterns/assume_feo_wustite/feo_wustite_Ori_1.bmp,ok,False,0.1584016691103837,41140,1183.4179810837231,True,ok,3
