record_id,true_phase,experimental_image,assumed_phase,simulated_image,indexing_status,is_fallback_orientation,ncc,valid_pixels,denom,is_valid,reason,rank
r001,fe_bcc,experimental_patterns/fe_bcc_Ori_1.bmp,fe_bcc,simulated_patterns/assume_fe_bcc/fe_bcc_Ori_1.bmp,ok,False,0.28706415844180094,41140,1146.5926939684791,True,ok,1
r001,fe_bcc,experimental_patterns/fe_bcc_Ori_1.bmp,fe3o4_magnetite,simulated_patterns/assume_fe3o4_magnetite/fe_bcc_Ori_1.bmp,ok,False,0.2440959210855497,41140,1087.9476599981201,True,ok,2
r001,fe_bcc,experimental_patterns/fe_bcc_Ori_1.bmp,feo_wustite,simulated_patterns/assume_feo_wustite/fe_bcc_Ori_1.bmp,ok,False,0.17081161652393934,41140,1119.5779372956831,True,ok,3
r002,fe3o4_magnetite,experimental_patterns/fe3o4_magnetite_Ori_1.bmp,fe3o4_magnetite,simulated_patterns/assume_fe3o4_magnetite/fe3o4_magnetite_Ori_1.bmp,ok,False,0.3444639464860973,41140,994.7289034264295,True,ok,1
r002,fe3o4_magnetite,experimental_patterns/fe3o4_magnetite_Ori_1.bmp,fe_bcc,simulated_patterns/assume_fe_bcc/fe3o4_magnetite_Ori_1.bmp,failed,True,0.3009402848270744,41140,1095.1030478883565,True,ok,2
r002,fe3o4_magnetite,experimental_patterns/fe3o4_magnetite_Ori_1.bmp,feo_wustite,simulated_patterns/assume_feo_wustite/fe3o4_magnetite_Ori_1.bmp,ok,False,0.29211091903956854,41140,1079.1588873340527,True,ok,3
r003,feo_wustite,experimental_patterns/feo_wustite_Ori_1.bmp,feo_wustite,simulated_patterns/assume_feo_wustite/feo_wustite_Ori_1.bmp,ok,False,0.3922468044833674,41140,1106.4397201481381,True,ok,1
r003,feo_wustite,experimental_patterns/feo_wustite_Ori_1.bmp,fe3o4_magnetite,simulated_patterns/assume_fe3o4_magnetite/feo_wustite_Ori_1.bmp,ok,False,0.3751939726457776,41140,1023.3176203880275,True,ok,2
r003,feo_wustite,experimental_patterns/feo_wustite_Ori_1.bmp,fe_bcc,simulated_patterns/assume_fe_bcc/feo_wustite_Ori_1.bmp,failed,True,0.30900839788214257,41140,1143.324144675809,True,ok,3
