record_id,true_phase,experimental_image,assumed_phase,simulated_image,indexing_status,is_fallback_orientation,image_ncc,hough_ncc_raw,hough_ncc_bin_t350,hough_ncc_bin_t450,hough_ncc_bin_t550,hough_ncc_bin_t650,hough_ncc_bin_t750
r001,fe_bcc,experimental_patterns/fe_bcc_Ori_1.bmp,fe_bcc,simulated_patterns/assume_fe_bcc/fe_bcc_Ori_1.bmp,ok,False,0.4004881766081649,0.7872283544076185,0.5994300910528727,0.3679048174280146,0.6488559654655943,0.44531933370673915,0.4843365362321415
r001,fe_bcc,experimental_patterns/fe_bcc_Ori_1.bmp,fe3o4_magnetite,simulated_patterns/assume_fe3o4_magnetite/fe_bcc_Ori_1.bmp,ok,False,0.1442260191072751,0.7070566811787795,0.4861951721238916,0.16201329911504794,0.5734557811234985,0.32083158567079845,0.2195884621709974
r001,fe_bcc,experimental_patterns/fe_bcc_Ori_1.bmp,feo_wustite,simulated_patterns/assume_feo_wustite/fe_bcc_Ori_1.bmp,ok,False,0.11104217899481411,0.6049723421310882,0.4837681661935583,0.2131472925820693,0.6460452879558112,0.306495434238678,0.11511991362374972
r002,fe3o4_magnetite,experimental_patterns/fe3o4_magnetite_Ori_1.bmp,fe_bcc,simulated_patterns/assume_fe_bcc/fe3o4_magnetite_Ori_1.bmp,failed,True,0.25679072003864073,0.7598564316633235,0.6685588429012157,0.28155743503342945,0.5473996146866571,0.7112590650716553,0.5751295632274156
r002,fe3o4_magnetite,experimental_patterns/fe3o4_magnetite_Ori_1.bmp,fe3o4_magnetite,simulated_patterns/assume_fe3o4_magnetite/fe3o4_magnetite_Ori_1.bmp,ok,False,0.21210051616399306,0.8215436615655102,0.7260185925550017,0.30304539230261696,0.6143017290677355,0.7572817523221805,0.31001498771131464
r002,fe3o4_magnetite,experimental_patterns/fe3o4_magnetite_Ori_1.bmp,feo_wustite,simulated_patterns/assume_feo_wustite/fe3o4_magnetite_Ori_1.bmp,ok,False,0.21807733923971773,0.7381643923658352,0.6673709398159833,0.29162787212639213,0.6425976612452757,0.6155966630629358,0.19903843427121867
r003,feo_wustite,experimental_patterns/feo_wustite_Ori_1.bmp,fe_bcc,simulated_patterns/assume_fe_bcc/feo_wustite_Ori_1.bmp,failed,True,0.49813763349074525,0.8410265417373236,0.5980502417592469,0.25760312918969747,0.6919108909728662,0.4418998630304018,0.45808428531376955
r003,feo_wustite,experimental_patterns/feo_wustite_Ori_1.bmp,fe3o4_magnetite,simulated_patterns/assume_fe3o4_magnetite/feo_wustite_Ori_1.bmp,ok,False,0.19340128324116493,0.7575051127740946,0.5044401707071756,0.1449537950200626,0.5965672111498473,0.38820307440447904,0.3922752923774886
r003,feo_wustite,experimental_patterns/feo_wustite_Ori_1.bmp,feo_wustite,simulated_patterns/assume_feo_wustite/feo_wustite_Ori_1.bmp,ok,False,0.1584016691103837,0.6413854688983073,0.4629049497531357,0.12851486145977112,0.5865778418145672,0.3635522009530642,0.3173868209185921
